State,count
DELHI,65
ANDHRA PRADESH,22
GUJARAT,15
UTTAR PRADESH,15
MADHYA PRADESH,14
BIHAR,13
MAHARASHTRA,13
KARNATAKA,12
PUNJAB,5
TAMIL NADU,5
WEST BENGAL,5
UTTARAKHAND,4
CHANDIGARH,4
ASSAM,3
RAJASTHAN,3
HIMACHAL PRADESH,2
ODISHA,2
GOA,1
HARYANA,1
KERALA,1
MEGHALAYA,0
MIZORAM,0
ANDAMAN AND NICOBAR ISLANDS,0
PUDUCHERRY,0
JHARKHAND,0
CHHATTISGARH,0
DAMAN AND DIU,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
TRIPURA,0
NAGALAND,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
TELANGANA,0
ARUNACHAL PRADESH,0
LAKSHADWEEP,0
