State,count
DELHI,44
MAHARASHTRA,7
UTTARAKHAND,6
WEST BENGAL,5
RAJASTHAN,5
HIMACHAL PRADESH,3
UTTAR PRADESH,3
TAMIL NADU,2
PUNJAB,2
GUJARAT,2
KERALA,2
MADHYA PRADESH,2
CHHATTISGARH,2
DADRA AND NAGAR HAVELI,1
JHARKHAND,1
ARUNACHAL PRADESH,1
ANDHRA PRADESH,1
JAMMU & KASHMIR,1
BIHAR,0
ANDAMAN AND NICOBAR ISLANDS,0
ODISHA,0
PUDUCHERRY,0
ASSAM,0
GOA,0
KARNATAKA,0
MIZORAM,0
TELANGANA,0
DAMAN AND DIU,0
CHANDIGARH,0
NAGALAND,0
HARYANA,0
MANIPUR,0
TRIPURA,0
SIKKIM,0
JAMMU AND KASHMIR,0
MEGHALAYA,0
LAKSHADWEEP,0
