State,count
KARNATAKA,39
MAHARASHTRA,27
JHARKHAND,8
TAMIL NADU,7
WEST BENGAL,5
DELHI,4
ODISHA,3
HIMACHAL PRADESH,2
GUJARAT,2
UTTAR PRADESH,1
PUNJAB,1
GOA,1
CHANDIGARH,1
ASSAM,0
PUDUCHERRY,0
ANDAMAN AND NICOBAR ISLANDS,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
KERALA,0
DAMAN AND DIU,0
LAKSHADWEEP,0
UTTARAKHAND,0
NAGALAND,0
HARYANA,0
MANIPUR,0
RAJASTHAN,0
SIKKIM,0
JAMMU AND KASHMIR,0
ANDHRA PRADESH,0
BIHAR,0
MEGHALAYA,0
TRIPURA,0
ARUNACHAL PRADESH,0
TELANGANA,0
CHHATTISGARH,0
MADHYA PRADESH,0
