State,count
MAHARASHTRA,12
DELHI,7
GUJARAT,6
TAMIL NADU,3
KARNATAKA,3
ANDHRA PRADESH,2
ODISHA,2
UTTAR PRADESH,2
RAJASTHAN,2
HIMACHAL PRADESH,1
ASSAM,1
JAMMU & KASHMIR,1
HARYANA,1
MADHYA PRADESH,1
JHARKHAND,1
WEST BENGAL,1
PUNJAB,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
PUDUCHERRY,0
CHHATTISGARH,0
GOA,0
TELANGANA,0
ARUNACHAL PRADESH,0
MIZORAM,0
TRIPURA,0
JAMMU AND KASHMIR,0
KERALA,0
DAMAN AND DIU,0
CHANDIGARH,0
UTTARAKHAND,0
NAGALAND,0
MEGHALAYA,0
MANIPUR,0
BIHAR,0
SIKKIM,0
LAKSHADWEEP,0
