State,count
DELHI,108
BIHAR,48
KERALA,33
UTTAR PRADESH,24
ODISHA,19
JHARKHAND,18
WEST BENGAL,17
MAHARASHTRA,17
MADHYA PRADESH,16
HARYANA,16
UTTARAKHAND,13
ANDHRA PRADESH,13
HIMACHAL PRADESH,8
ASSAM,8
GUJARAT,8
TAMIL NADU,8
PUNJAB,8
RAJASTHAN,7
CHHATTISGARH,6
KARNATAKA,5
SIKKIM,4
JAMMU AND KASHMIR,4
GOA,3
JAMMU & KASHMIR,3
MIZORAM,3
TRIPURA,3
MANIPUR,1
CHANDIGARH,1
MEGHALAYA,1
ANDAMAN AND NICOBAR ISLANDS,0
PUDUCHERRY,0
DADRA AND NAGAR HAVELI,0
TELANGANA,0
ARUNACHAL PRADESH,0
DAMAN AND DIU,0
NAGALAND,0
LAKSHADWEEP,0
