State,count
DELHI,4
UTTARAKHAND,2
CHANDIGARH,2
KARNATAKA,1
PUDUCHERRY,1
GOA,1
MAHARASHTRA,1
DADRA AND NAGAR HAVELI,0
DAMAN AND DIU,0
KERALA,0
JAMMU & KASHMIR,0
TAMIL NADU,0
MIZORAM,0
UTTAR PRADESH,0
NAGALAND,0
ASSAM,0
HIMACHAL PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
GUJARAT,0
LAKSHADWEEP,0
HARYANA,0
TRIPURA,0
ODISHA,0
JHARKHAND,0
CHHATTISGARH,0
TELANGANA,0
ARUNACHAL PRADESH,0
WEST BENGAL,0
MEGHALAYA,0
MANIPUR,0
BIHAR,0
PUNJAB,0
ANDHRA PRADESH,0
JAMMU AND KASHMIR,0
SIKKIM,0
RAJASTHAN,0
MADHYA PRADESH,0
